URL,traffic,avg_position,keywords
https://www.designrush.com/agency/conversion-optimization/texas,2.0,1.0,1
https://www.designrush.com/agency/accounting/tennessee/chattanooga,2.0,10.0,1
https://www.designrush.com/agency/digital-agencies/connecticut,2.0,9.0,1
https://www.designrush.com/agency/paid-media-pay-per-click/texas/fort-worth,2.0,6.0,1
https://www.designrush.com/agency/digital-marketing/utah/provo,2.0,8.0,1
https://www.designrush.com/agency/managed-service-providers/texas,1.0,20.0,1
https://www.designrush.com/agency/ad-agencies/missouri/st-louis,1.0,35.0,1
https://www.designrush.com/agency/affiliate-marketing/illinois/chicago,1.0,2.0,1
https://www.designrush.com/agency/accounting/arizona,1.0,7.0,1
https://www.designrush.com/agency/paid-media-pay-per-click/florida/jacksonville,1.0,10.0,1
https://www.designrush.com/agency/digital-marketing/colorado/denver,1.0,13.0,1
https://www.designrush.com/agency/paid-media-pay-per-click/virginia/richmond,1.0,2.0,1
https://www.designrush.com/agency/digital-marketing/washington-dc,1.0,1.0,1
https://www.designrush.com/agency/cybersecurity/virginia/richmond,1.0,3.0,1
https://www.designrush.com/agency/paid-media-pay-per-click/missouri/st-louis,1.0,3.0,1
https://www.designrush.com/agency/call-centers/texas/austin,1.0,6.0,1
https://www.designrush.com/agency/accounting/illinois/chicago,1.0,12.0,1
